Name,Title2,ProDetail,KnowledgeType,Topic,Summary,Priority,Category,CATE_CODE,Audio,CN,EN,Author,Source
了凡四训,,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA,袁了凡,
欲望心理学：看人看到骨头里,,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA,,
人格心理学 (Personality),,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA,Jerry M. Burger,
The Art of Loving(爱的艺术),,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA, Erich Fromm,
Predictably Irrational(怪诞行为学),,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA, Dan Ariely,
直面内心的恐惧,,ThroughReading,Hard-knowledge,,0,0,Philosophy and Psychology,PPY,,E,P,,
选择的悖论,,ThroughReading,Hard-knowledge,,0,0,Philosophy and Psychology,PPY,,P,NA,,
Predictably Irrational2,,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA, Dan Ariely,
People of the lie,邪恶人性,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NO,Scott Parker,
Being Mortal,,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NA,,
What Intelligence Tests Miss,The Psychology of Rational Thought (超越智商),ThroughReading,,,0,0,Philosophy and Psychology,PPY,Audio,NO,P,Keith E. Stanovich,
An Illustrated Book of Bad Arguments,,ThroughReading,,,0,0,Philosophy and Psychology,PPY,,P,NO,Ali Almossawi,
自卑与超越,,ThroughReading,Meta-Knowledge,,0,0,Philosophy and Psychology,PPY,,,,Alfred Adler,
不正常人类研究所,,ThroughReading,Hard-knowledge,,0,0,Philosophy and Psychology,PPY,,,,冈田尊司,
I Don't Want to Talk About It,男人其实很忧郁,ThroughReading,,,0,0,Philosophy and Psychology,PHY,,,,Terrence Real,
裸女,,HaveNotRead,,,0,0,Other,OTH,,E,P,,
The Adaptive Decision Maker ,,HaveNotRead,,,0,0,Other,OTH,,E,NO, John W Payne,
How Not to Be Wrong: The Power of Mathematical Thinking ,,HaveNotRead,,,0,0,Other,OTH,,E,NO,Jordan Ellenberg,
Delivering knock your socks off service,,HaveNotRead,,,0,0,Other,OTH,,P,NO,,
旧墨记--世纪学人的墨迹与往事,,PartialReading,,,0,0,Other,OTH,,P,NA,,
K文件(1),,PartialReading,,,0,0,Other,OTH,,NO,P,,
冰鉴,,PartialReading,,,0,0,Other,OTH,,NO,P,,
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,,PartialReading,,,0,0,Other,OTH,,P,NO,Randall Munroe,
xkcd: volume 0,,PartialReading,,,0,0,Other,OTH,,,P,Randall Munroe,
女人说话,,ThroughReading,,,0,0,Other,OTH,,NO,P,,
世界上最疼我的那个人去了,,ThroughReading,,,0,0,Other,OTH,,E,P,,
不畏将来不念过去,,ThroughReading,,,0,0,Other,OTH,,P,NO,十二,
Hyperbole and a Half,,PartialReading,,,,,Other,OTH,,,P,ALLIE BROSH,
The Chalk Circle Man,,ThroughReading,,,0,0,Novels and Plays-detective,NVL,,P,NO,The Chalk Circle Man,
The Last Coyote,,ThroughReading,,,0,0,Novels and Plays-detective,NVL,,P,NO,The Last Coyote,
The Moving Finger,,ThroughReading,,,0,0,Novels and Plays-detective,NVL,,P,NA,Agatha Christie,
Testaments Betrayed ,,HaveNotRead,,,0,1,Novels and Plays,NVL,,P,NA,Milan Kundera,
Life is elsewhere,,HaveNotRead,,,0,1,Novels and Plays,NVL,,P,NA,Milan Kundera,
被欺凌与被侮辱的,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,,
Message in a Bottle,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,NichoIas Sparks,
美国佬,,HaveNotRead,,,0,0,Novels and Plays,NVL,,E,NO,,
Digital Fortress,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,Dan Brown,
We are Decoys  Baby,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,Elfriede Jeline,
纪德小说选(Selected Short Stories of Gide),,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,Guillaume Gide,
马语者(The Horse Whisperer),,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,Nicholas Evans,
William Sharkspeare Tragedy,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,William Sharkspeare ,
William Sharkspeare Comedy ,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,William Sharkspeare ,
The Murder of Roger Ackroyd,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,Agatha Christie,
Nemesis,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,Agatha Christie,
The Murder at The Vicarage,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,Agatha Christie,
They Do It with Mirrors,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,Agatha Christie,
宋明平话选,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NO,,
天香,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,王安忆,
世界十大古典喜剧故事,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,,
Twelve Plays by Shakespeare,,HaveNotRead,,,0,0,Novels and Plays,NVL,,P,NA,William Sharkspeare ,
安娜·卡列尼娜（中英对照缩写）,,PartialReading,,,0,0,Novels and Plays,NVL,,P,P,,
中国传奇,,PartialReading,,,0,0,Novels and Plays,NVL,,P,NO,,
孤独之酒,,PartialReading,,,0,0,Novels and Plays,NVL,,P,P,,
白夜,,PartialReading,,,0,0,Novels and Plays,NVL,,P,NO,陀思妥耶夫斯基,
不朽,,ThroughReading,,,0,1,Novels and Plays,NVL,,P,NA,Milan Kundera,
白痴,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,P,陀思妥耶夫斯基,
Unbearable Lightness of Being,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,P, Milan Kundera,
One Hundred Years of Solitude-百年孤独,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,Gabriel García Márquez,
The Lover ,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Marguerite Duras,
La Musica,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Marguerite Duras,
Eden Cinema,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Marguerite Duras,
Savannah Bay,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Marguerite Duras,
India Song,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Marguerite Duras,
Laughable Loves,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,P,Milan Kundera,
Ignorance ,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Milan Kundera,
Slowness,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Milan Kundera,
Identity,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Milan Kundera,
Immortality,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,Milan Kundera,
Jacques and his Master,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,Milan Kundera,
Arch of Triumph,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,,
活着,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,余华,
最后的情人,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
L'Assommoir,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Émile Zola,
面孔之舞,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,,
社交舞,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,,
An Iceland Fisherman,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,Pierre Loti,
Madame Chrysanthème,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,Pierre Loti,
连环,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,亦舒,
The Confession of a Child of the Century,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,P,Alfredde Musset,
Night,,ThroughReading,,,0,0,Novels and Plays,NVL,,E,P,,
床上的爱丽斯-苏珊.桑塔格文选(八幕剧),,ThroughReading,,,0,0,Novels and Plays,NVL,,E,P,,
The Little Prince,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
White Death,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
Mark Twain: Pudd' nhead Wilson ,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
Selected Short Stories of O Henry,,ThroughReading,,,0,0,Novels and Plays,NVL,,E,NO,O Henry,
动物凶猛,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,杨朔,
水岸,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,丹羽,
女记,,ThroughReading,,,0,0,Novels and Plays,NVL,,E,P,,
Selected Short Stories of Washington Irving,,ThroughReading,,,0,0,Novels and Plays,NVL,,E,NO,Washington Irving,
安格思首部曲:传奇初现,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,,
小人得志,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
温莎墓园日记,,ThroughReading,,,0,0,Novels and Plays,NVL,,NA,P,木心,
世事如烟,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,P,余华,
佛经故事,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
长生殿 (The Palace of Eternal Youth),,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NA,,
灵魂饭,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,余华,
琴声如诉,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
王小波小说全集——早期作品/唐人故事/似水柔情,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,王小波,
三寸金莲,,ThroughReading,,,0,0,Novels and Plays,NVL,,P,NO,,
For Whom the Bell Tolls ,,HaveNotRead,,,0,0,Novel,NVL,,P,P, Ernest Hemingway,
In Cold Blood,,HaveNotRead,,,0,0,Novel,NVL,,P,NO,Truman Capote,
Complete Novels of Mark Twain,,PartialReading,,,0,0,Novel,NVL,,P,NA,Mark Twain,
鲁滨逊漂流记,,ThroughReading,,,0,0,Novel,NVL,,NA,P,,
海底两万里,,ThroughReading,,,0,0,Novel,NVL,,E,P,,
倾城之恋,,ThroughReading,,,0,0,Novel,NVL,,E,NO,张爱玲,
半生缘,,ThroughReading,,,0,0,Novel,NVL,,P,NO,张爱玲,
沉香屑 第一炉香,,ThroughReading,,,0,0,Novel,NVL,,P,NA,张爱玲,
多少恨,,ThroughReading,,,0,0,Novel,NVL,,P,NO,张爱玲,
金锁记,,ThroughReading,,,0,0,Novel,NVL,,P,NA,张爱玲,
红玫瑰与白玫瑰,,ThroughReading,,,0,0,Novel,NVL,,P,NA,张爱玲,
小艾,,ThroughReading,,,0,0,Novel,NVL,,P,NA,张爱玲,
连环套,,ThroughReading,,,0,0,Novel,NVL,,P,NO,张爱玲,
创世纪,,ThroughReading,,,0,0,Novel,NVL,,P,NO,张爱玲,
浮花浪蕊,,ThroughReading,,,0,0,Novel,NVL,,P,NA,张爱玲,
福尔摩斯探案集,,ThroughReading,,,0,0,Novel,NVL,,P,P,柯南道尔,
希区柯克集,,ThroughReading,,,0,0,Novel,NVL,,P,NO,希区柯克,
欧亨利短篇小说集,,ThroughReading,,,0,0,Novel,NVL,,P,NA,欧亨利,
茶花女,,ThroughReading,,,0,0,Novel,NVL,,E,P,小仲马,
傲慢与偏见(Pride and Prejudice),,ThroughReading,,,0,0,Novel,NVL,,E,P,Jane Austen,
巴黎圣母院,,ThroughReading,,,0,0,Novel,NVL,,E,P,雨果,
钢铁是怎样炼成的,,ThroughReading,,,0,0,Novel,NVL,,NO,P,尼古拉.奥斯特洛夫斯基,
童年,,ThroughReading,,,0,0,Novel,NVL,,P,NO,高尔基,
在人间,,ThroughReading,,,0,0,Novel,NVL,,P,NA,高尔基,
我的大学,,ThroughReading,,,0,0,Novel,NVL,,P,NO,高尔基,
老人与海(The Old Man and The Sea),,ThroughReading,,,0,0,Novel,NVL,,P,NA, Ernest Hemingway,
三国演义,,ThroughReading,,,0,0,Novel,NVL,,E,NA,,
The Vagrants: A Novel,,,,,,,Novel,NVL,,,P,Yiyun Li,
现代家庭实用宝典——中草药大全,,ReferenceBook,,,0,0,Medicine,MED,,NA,P,,
高等学校法学双语教材——国际法（英文版） ,,HaveNotRead,,,0,0,Law,LAW,,P,NA,,
高等学校双语教材－国际商法 第二版 （英文版） ,,HaveNotRead,,,0,0,Law,LAW,,p,NO,,
中国法律法规中英对照系列5——中国对外贸易与经济合作法律法规（中英对照法规）,,HaveNotRead,,,0,0,Law,LAW,,NA,P,,
Inside the Jury,,HaveNotRead,,,0,0,Law,LAW,,NA,P,Hastie Reid & Steven D. Penrod &  Nancy Pennington,
中国法律法规中英对照系列4——中国公司企业法律法规（中英对照法规）,,PartialReading,,,0,0,Law,LAW,,P,NA,,
Hadoop: The Definitive Guide ,,HaveNotRead,,,0,0,IT,IT,,P,NA,Tom White,
云计算与分布式系统:从并行处理到物联网(英文版),,HaveNotRead,,,0,0,IT,IT,,P,NA,,
算法之道,,HaveNotRead,,,0,0,IT,IT,,P,NA,,
计算机原理简明教程  ,,HaveNotRead,,,0,0,IT,IT,,E,NA,,
构建云应用:概念、模式和实践,详述如何打造性 能、可扩展性、可用性俱佳的云计算架构模式,HaveNotRead,,,0,0,IT,IT,,P,NO,,
Learning Python,,HaveNotRead,,,0,0,IT,IT,,P,NA,Mark Lutz,
Heckers and Painters(黑客与画家),,PartialReading,,,0,1,IT,IT,,P,NA,Paul Graham,
机器学习,,PartialReading,,,0,0,IT,IT,,P,NA,,
《大国崛起》法国,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
《大国崛起》西班牙 / 葡萄牙,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
《大国崛起》 荷兰,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
亚洲简史 ,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
Universal history of world,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
彩色人文历史 —— 文学的历史,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
传播学史：一种传记式的方法,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
中国美术史,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
西方美术史,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
美洲简史,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
欧洲艺术史,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
1949 伯力大审判 —— 侵华日军使用细菌武器案庭审实录,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
彩色人文历史 —— 演艺的历史,,HaveNotRead,,,0,0,History,HTY,,P,NA,,
影响人类历史的大审判,,HaveNotRead,,,0,0,History,HTY,,P,NA,,
总统的力量 ,,HaveNotRead,,,0,0,History,HTY,,P,NA,,
资治通鉴,,HaveNotRead,,,0,0,History,HTY,,P,NA,,
20 世纪的精神教训,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
阿连德家族,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
茶叶之路    (The Tea Road China and Russia Meet Across the Steppe) ,,HaveNotRead,,,0,0,History,HTY,,P,NO,Martha Avery,
百年文字狱,,HaveNotRead,,,0,0,History,HTY,,P,NO,,
何兆武文集——历史与历史学,,HaveNotRead,,,0,0,History,HTY,,P,NA,,
琉璃宫史,,HaveNotRead,,,0,0,History,HTY,,P,P,,
春秋大义,,HaveNotRead,,,0,0,History,HTY,,P,P,熊毅,
War Made New(战争改变历史),,HaveNotRead,,,0,0,History,HTY,,P,NA,Max Boot,
The Emperor of All Maladies,,HaveNotRead,,,0,1,History,HTY,,NA,P,Siddhartha Mukherjee,
世界简史 ,,PartialReading,,,0,0,History,HTY,,P,NA,,
传说时代 · 夏 · 商 · 西周,,PartialReading,,,0,0,History,HTY,,P,NO,,
忽必烈大帝 ,,PartialReading,,,0,0,History,HTY,,P,NO,,
美国人民 —— 创建一个国家和一种社会（上卷 1492-1877 年第六版）,,PartialReading,,,0,0,History,HTY,,P,NO,,
人类的故事 (the history of mankind),,PartialReading,,,0,0,History,HTY,,P,NO,Hendrik Willem Van Loon,
何苦生在帝王家（大清公主命运实录 ),,PartialReading,,,0,0,History,HTY,,P,NO,,
《大国崛起》 日本,,PartialReading,,,0,0,History,HTY,,P,NO,,
The Rise and Fall of the Third Reich(第三帝国的兴亡 ),,PartialReading,,,0,0,History,HTY,,P,NO,William L.Shirer ,
上帝之鞭阿提拉,,PartialReading,,,0,0,History,HTY,,P,NO,,
百家讲坛: 说雍正,,ThroughReading,,,0,0,History,HTY,,P,NO,,
武则天正传,,ThroughReading,,,0,0,History,HTY,,P,P,林语堂,
宗教简史,A Brief History of Religion,ThroughReading,,,0,0,History,HTY,,P,NA,,
秦风作品系列——秦风老照片馆,,ThroughReading,,,0,0,History,HTY,,P,NA,,
邓小平时代,,ThroughReading,,,0,0,History,HTY,,P,NO ,傅高义,
On China,论中国,ThroughReading,,,0,0,History,HTY,,P,NO,基辛格,
男人这东西,,PartialReading,,,0,0,Gender,GND,,P,NO,渡边淳一,
Obsessive Love,强迫的爱,RoughReading,,,,,Gender,GND,,,,Susan Forward & Craig Buck,
翻译理论与实务丛书——跨文化旅游翻译,,HaveNotRead,,,0,0,English,ENG,,E,NO,,
典籍英译研究(Studies on Translation of Chinese Classics into English),,HaveNotRead,,,0,0,English,ENG,,E,NO,,
季羡林谈翻译,,HaveNotRead,,,0,0,English,ENG,,E,NA,,
Style: Lessons in Clarity and Grace,,PartialReading,,,0,0,English,ENG,,P,NA, Joseph M Williams,
看穿一切数字的统计学,,PartialReading,,,0,0,Data Science,DAT,,P,NO,,
Mining of Massive Datasets,,PartialReading,,,0,0,Data Science,DAT,,P,NO,,
Mining the Social Web,,PartialReading,,,0,0,Data Science,DAT,,P,NO, Matthew A. Russell,
Doing Data Science,,PartialReading,,,0,0,Data Science,DAT,,P,NO, Cathy O'Neil,
Humanities Data in R,,PartialReading,,,0,0,Data Science,DAT,,P,NO,Taylor Arnold,
Practical Text Analytics,Interpreting Text and Unstructured Data for Business Intelligence,PartialReading,,,0,0,Data Science,DAT,,P,NO,Steven Struhl,
Text Analysis with R for Students of Literature ,,ThroughReading,,,0,0,Data Science,DAT,,P,NO, Matthew Jockers,
Big Data ,,ThroughReading,,,0,0,Data Science,DAT,,P,NO,,
大数据的冲击,,ThroughReading,,,0,0,Data Science,DAT,,P,NO,野村合作所,
Political Analysis Using R,,ThroughReading,,,0,0,Data Science,DAT,,P,NO,James E. Monogan III,
伯恩斯坦金融三部曲2：华尔街上的经济学家,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,,NO,,
伯恩斯坦金融三部曲3：金融简史,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,,NO,,
互联网商规11条摩根士丹利所推崇的商业战略思想,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,,NO ,,
在路上：CCTV《赢在中国》首赛季12强创业启示录（励志创造人生 创业改变命运）,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,NO,P,,
刀口上的管理(全球顶尖企业如何利用冲突管理引领行业创新风潮） ,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NA,,
巴菲特致股东的信：股份公司教程,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,NO,P,,
把握公司财务报表,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,NO,P,,
The Box(集装箱改变世界),,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,P,Marc Levinson,
Money Mischief(货币的祸害),,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NA,Milton Friedman,
微革命,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NA,金错刀,
The invisible heart,看不见的心,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NA,,
Blockbusters,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NO, Anita Elberse,
The Alliance,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,P,NO,Reid Hoffman,
微观经济学纵横谈,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,,,,
离经叛道,,HaveNotRead,,,0,0,Business & Economics & Management,BEM,,,,,
经济学通识,,PartialReading,,,0,0,Business & Economics & Management,BEM,,P,NO,薛兆丰,
互联网进化论,,RoughReading,Fastfood-knowledge,,0,0,Business & Economics & Management,BEM,,NO,P,,
How Google Works(重新定义公司),,RoughReading,Fastfood-knowledge,,0,0,Business & Economics & Management,BEM,,NO,P,Eric Schmidt and Jonathan Rosenberg,
伯恩斯坦金融三部曲1：繁荣的代价,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
财富的秘密,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
商业的常识,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
2025年世界将发生什么,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
自动自发,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
中国牛市,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
管理的实践,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,德鲁克,
罗伯特议事规则操作指南,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
夏娃革命,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
考验－－跨国公司败阵中国实录,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NA,,
赢,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NO,杰克·韦尔奇,
Competing on Analytics: The New Science of Winning,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NO,Thomas H,
Consumer Behavior: Buying having and being,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NO,Solomon Michael R,
Issue Driven,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NO,,
移动互联网时代,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,,NO,,
Principles of Economics,经济学原理,ThroughReading,Meta-Knowledge,,0,0,Business & Economics & Management,BEM,,,NO,Marshall,
Leadership Pipeline,,ThroughReading,,,0,0,Business & Economics & Management,BEM,,P,NO,Stephen Drotter & James Noel & Ram Charan,
Hatching Twitter,,RoughReading,,,,,Business & Economics & Management,BEM,,,P,Nick Bilton,
Measure What Matters,,PartialReading,,,,,Business & Economics & Management,BEM,,,P,John Doerr,
The Manager's Guide to Effective Meetings,,PartialReading,,,,,Business & Economics & Management,BEM,,,P,Barbara J. Streibel,
Subscribed,Why the Subscription Model Will Be Your Company's Future and What to Do About It,PartialReading,,,,,Business & Economics & Management,BEM,,,P,Tien Tzuo,
The Value of Everything,Making and Taking in the Global Economy,,,,,,Business & Economics & Management,BEM,,,P,Mariana Mazzucato,
The Difference ,"How the Power of Diversity Creates Better Groups, Firms, Schools, and Societies",,,,,,Business & Economics & Management,BEM,,,P,"Page, Scott E.",
The Signals Are Talking,Why Today’s Fringe Is Tomorrow’s Mainstream,,,,,,Business & Economics & Management,BEM,,,P,"Webb, Amy",
Biochemistry,,PartialReading,Meta-Knowledge,,0,0,Biology,BIO,,P,NA,Jeremy M. Berg,
生命是什么,,ThroughReading,Meta-Knowledge,,0,0,Biology,BIO,,P,NO,,
The Epigenetics Revolution,,PartialReading,,,,,Biology,BIO,,,P,Nessa Carey,
常春藤:人体大百科,,ReferenceBook,,,0,0,Beauty&Health,MED,,P,NA,,
吃遍全球——旅行膳食营养指南,,ThroughReading,,,0,0,Beauty&Health,BTH,,P,NA,,
听朱光潜讲美学 ,,HaveNotRead,,,0,0,Art,ART,,p,NA,,
世界美术全鉴——巴洛克与罗可可艺术,,HaveNotRead,,,0,0,Art,ART,,p,NA,,
造型设计基础,,HaveNotRead,,,0,0,Art,ART,,P,NA,,
萨特论艺术,,HaveNotRead,,,0,0,Art,ART,,P,NA,,
中国少数民族服饰(图文并茂） ,,HaveNotRead,,,0,0,Art,ART,,P,NA,,
艺术词典 (Art dictionary),,HaveNotRead,,,0,0,Art,ART,,P,NA,,
西部布堆画艺术（英汉）,,HaveNotRead,,,0,0,Art,ART,,P,NA,,
中华风物系列丛书--中国亭子艺术,,HaveNotRead,,,0,0,Art,ART,,P,NA,,
艺用人体结构运动学,,PartialReading,,,0,0,Art,ART,,P,P,,
建筑的七盏明灯,,PartialReading,,,0,0,Art,ART,,P,NO,,
名画的故事,,PartialReading,,,0,0,Art,ART,,P,NA,,
家庭园艺DIY系列——家庭种菜最健康,,PartialReading,,,0,0,Art,ART,,P,NA,,
西方元典——西方经典电影(Western Films),,PartialReading,,,0,0,Art,ART,,NA,P,,
旗袍,,ReferenceBook,,,0,0,Art,ART,,P,P,,
工笔线描－蔓陀罗,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
基础图案,,ReferenceBook,,,0,0,Art,ART,,p,NA,,
瑞兽图案,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
明代绘画艺术鉴赏,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
结构素描1－单个静物(Still Life),,ReferenceBook,,,0,0,Art,ART,,P,NA,,
结构素描2－几何形体(Geometric Form),,ReferenceBook,,,0,0,Art,ART,,P,NA,,
结构素描3－石膏五官(Facial Features),,ReferenceBook,,,0,0,Art,ART,,P,NA,,
基础素描全程训练——应试篇上：素描头像,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
基础素描教程第四册,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
基础美术阶梯训练教材——石膏像：素描,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
手绘的奇思妙想：49位设计师的创意速写簿,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
凡高素描,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
速写风景画法,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
米开朗基罗素描,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
园林钢笔画,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
席勒素描,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
素描速写含马克笔、彩铅笔,,ReferenceBook,,,0,0,Art,ART,,P,NA,,
美院视界——色彩静物教学现场,,ReferenceBook,,,0,0,Art,ART,,E,NA,,
Adult Piano Adventures All-in-One Lesson Book 1,,ReferenceBook,,,0,0,Art,ART,,E,P, Nancy Faber,
奢侈、宁静&享乐,,ThroughReading,,,0,0,Art,ART,,P,NA,桑贝,